point_addr_hex,logical_name,rw,value_type,scale_divisor,units,min_raw,max_raw,enum_name,notes
0x101F,FanStatus,R,enum,1,,,,FanStatusEnum,offset=1; name=Fan Status; models=41|42|43|44|45|46|47|48|49|50|51|53|54|55|56; modelNames=VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x101F,FanStatus,R,enum,1,,,,FanStatusFSEnum,offset=1; name=Fan Status; models=52; modelNames=VT7301F5x00W
0x1020,GFanStatus,R,bool,,,,,,name=G Fan Status; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|6|80|82|84|86|87|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1021,W2Status,R,bool,,,,,,name=W2 Status; models=0|1|10|17|23|24|6|80|84|87|9; modelNames=VT7600B5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652B5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656R1000W
0x1022,W1Status,R,bool,,,,,,name=W1 Status; models=0|1|10|11|12|17|2|23|24|4|6|80|82|84|87|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600H5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652H5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656H1000W|VZ7656R1000W
0x1023,Y1Status,R,bool,,,,,,name=Y1 Status; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|6|80|82|84|86|87|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1024,Y2Status,R,bool,,,,,,name=Y2 Status; models=0|1|10|12|17|23|24|25|26|28|30|4|6|80|82|84|86|87|9; modelNames=VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1025,ReversingValveStatus,R,bool,,,,,,name=Reversing Valve Status; models=12|25|26|4|82; modelNames=VT7600H5x00W|VT7600W5x00W|VT7652H5x00W|VT7652W5x00W|VZ7656H1000W
0x1026,AuxStatus,R,bool,,,,,,name=Aux Status; models=0|1|10|11|12|17|2|25|26|28|30|4|41|42|43|44|45|46|47|48|49|50|51|52|6|60|61|80|82|84|86|9; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1027,BI1Status,R,bool,,,,,,name=BI1 Status; models=80|82|84|86; modelNames=VZ7656B1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1027,DI1Status,R,bool,,,,,,name=DI1 Status; models=1|10|11|12|2|25|26|28|30|4|6|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W
0x1027,DIStatus,R,bool,,,,,,name=DI Status; models=0|17; modelNames=VT7607B5x00W|VT7657B5x00W
0x1028,DI2Status,R,bool,,,,,,name=DI2 Status; models=1|10|11|12|2|25|26|28|30|4|6|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W
0x1029,BI1Status,R,bool,,,,,,name=BI1 Status; models=41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|60|61|81|83|85; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W|VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x102A,BI2Status,R,bool,,,,,,name=BI2 Status; models=41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|60|61; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x102B,UI3Status,R,bool,,,,,,name=UI3 Status; models=41|42|43|44|45|46|47|48|49|50|51|60|61|81|83|85; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x102C,PIRMotionStatus,R,bool,,,,,,name=PIR Motion Status; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|6|60|61|9; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x102D,FrostAlarm,R,bool,,,,,,name=Frost Alarm; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|6|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W
0x102E,SetClockAlarm,R,bool,,,,,,name=Set Clock Alarm; models=0|1|2|23|26|28|4|6|80|82|84|86|87; modelNames=VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x102F,ServiceAlarm,R,bool,,,,,,name=Service Alarm; models=0|1|10|11|12|17|2|25|26|28|30|4|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|6|60|61|80|82|84|86|87|9; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7657B5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1030,FilterAlarm,R,bool,,,,,,name=Filter Alarm; models=0|1|10|11|12|17|2|25|26|28|30|4|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|6|60|61|80|82|84|86|87|9; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7657B5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1031,FanLockAlarm,R,bool,,,,,,name=Fan Lock Alarm; models=0|1|10|11|12|17|2|25|26|28|30|4|6|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7657B5x00W
0x1032,WindowAlarm,R,bool,,,,,,name=Window Alarm; models=41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|60|61; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x1033,TStatModelNumber,R,u16,,,,,,name=Thermostat Model Number; models=0|1|10|11|12|17|2|21|23|24|25|26|28|30|4|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|6|60|61|80|81|82|83|84|85|86|87|9; modelNames=VRP5000W1000W|VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W|VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1034,ModuleFirmwareVersion,R,u16,,,,,,name=Module Firmware Version Number; models=0|1|10|11|12|17|2|21|23|24|25|26|28|30|4|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|6|60|61|80|81|82|83|84|85|86|87|9; modelNames=VRP5000W1000W|VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W|VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1035,TStatFirmwareVersion,R,u16,,,,,,name=Thermostat Firmware Version Number; models=0|1|10|11|12|17|2|21|23|24|25|26|28|30|4|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|6|60|61|80|81|82|83|84|85|86|87|9; modelNames=VRP5000W1000W|VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W|VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1036,StaticPressure,R,scaled-int,2500,inches of water,0,12500,,name=Static Pressure; models=80|82|84|86|87; modelNames=VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1037,ByPassDamper,R,u16,,percent,0,100,,name=ByPass Damper Position; models=80; modelNames=VZ7656B1000W
0x1037,ByPassDamperVsd,R,u16,,percent,0,100,,name=ByPass Damper Position Or VFD; models=82|84|86|87; modelNames=VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1038,HeatingLockoutTemp,RW,scaled-int,10,fahrenheit,-150,1200,,name=Heating Lockout Temperature; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|6|80|82|84|86|87|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1039,CoolingLockoutTemp,RW,scaled-int,10,fahrenheit,-400,950,,name=Cooling Lockout Temperature; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|6|80|82|84|86|87|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x103A,StaticPressureSetpoint,RW,scaled-int,2500,inches of water,0,5000,,name=Static Pressure Setpoint; models=80|82|84|86|87; modelNames=VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x103B,DischargeHighLimitSetpoint,RW,scaled-int,10,fahrenheit,700,1500,,name=Discharge High Limit Setpoint; models=80|82|84|86|87; modelNames=VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x103C,DischargeLowLimitSetpoint,RW,scaled-int,10,fahrenheit,350,650,,name=Discharge Low Limit Setpoint; models=80|82|84|86|87; modelNames=VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x103D,TransZonePIHeatDemand,R,u16,,percent,0,100,,name=Transferred Zone PI Heat Demand; models=80|82|84|86|87; modelNames=VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x103E,TransZonePICoolDemand,R,u16,,percent,0,100,,name=Transferred Zone PI Cool Demand; models=80|82|84|86|87; modelNames=VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x103F,HighestPIHeatZoneMac,R,u16,,,0,254,,name=Highest PI Heat Zone Mac; models=80|82|84|86|87; modelNames=VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1040,HighestPICoolZoneMac,R,u16,,,0,254,,name=Highest PI Cool Zone Mac; models=80|82|84|86|87; modelNames=VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1041,HighestPIHeatDemand,R,u16,,percent,0,100,,name=Highest PI Heat Demand; models=80|82|84|86|87; modelNames=VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1042,HighestPICoolDemand,R,u16,,percent,0,100,,name=Highest PI Cool Demand; models=80|82|84|86|87; modelNames=VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1043,PowerupDelay,RW,u16,,second,10,120,,name=Powerup Delay; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|6|80|82|84|86|87|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1044,HeatStagesLockStatus,R,bool,,,,,,name=Heat Stages Lockout Status; models=80; modelNames=VZ7656B1000W
0x1044,HeatingLockStatus,R,bool,,,,,,name=Heating Lockout Status; models=82|84|86|87; modelNames=VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1045,CoolStagesLockStatus,R,bool,,,,,,name=Cool Stages Lockout Status; models=80; modelNames=VZ7656B1000W
0x1045,CoolingLockStatus,R,bool,,,,,,name=Cooling Lockout Status; models=82|84|86|87; modelNames=VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1046,DischargeTempAlarm,R,bool,,,,,,name=Discharge Temperature Alarm; models=80|82|84|86|87; modelNames=VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1047,Units,RW,bool,,,,,,models=80|82|84|86|87; modelNames=VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1048,ProgRecovery,RW,bool,,,,,,name=Progressive Recovery; models=0|1|2|23|26|28|4|6|80|82|84|86|87; modelNames=VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1049,ZoneCommLostAlarm,R,bool,,,,,,name=Zone Comm Lost Alarm; models=80|82|84|86|87; modelNames=VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x104A,AuxContact,RW,bool,,,,,,name=Aux Contact; models=0|1|10|11|12|17|2|25|26|28|30|4|6|80|82|84|86|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x104B,FanPurgeDelay,RW,bool,,,,,,name=Fan Purge Delay; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|6|80|82|84|86|87|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x104C,SmartRecoveryActive,R,bool,,,,,,name=RTC Smart Recovery Active; models=80|81|82|83|84|85|86|87; modelNames=VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x104D,ControlType,RW,enum,1,,,,CtrlTypeZoningEnum,offset=1; name=Control Type; models=80|82|84|86|87; modelNames=VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x104E,RTCZoneSequence,RW,enum,1,,,,RTCZoneSequenceEnum,offset=1; name=RTC Zone Sequence; models=81|83|85; modelNames=VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W
0x104E,RTCZoneSequence,R,enum,1,,,,RTCZoneSequenceEnum,offset=1; name=RTC Zone Sequence; models=80|82|84|86|87; modelNames=VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x104F,StaticPressureTransducerRange,RW,enum,1,,,,StaticPresureRangeEnum,offset=1; name=Static Pressure Transducer Range; models=80|82|84|86|87; modelNames=VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1050,HeatingStages,RW,enum,,,,,NbStagesEnum,name=Heating Stages; models=0|1|10|17|6|80|84|87|9; modelNames=VT7600B5x00W|VT7605B5x00W|VT7607B5x00W|VT7652B5x00W|VT7656B5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656R1000W
0x1051,CoolingStages,RW,enum,,,,,NbStagesEnum,name=Cooling Stages; models=0|1|10|17|23|24|28|30|6|80|84|86|87|9; modelNames=VT7600B5x00W|VT7600F5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652B5x00W|VT7652F5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656R1000W
0x1052,HeatingCPH,RW,enum,1,,,,ThreeToEightCPHEnum,offset=-2; name=Heating CPH; models=0|1|10|11|12|17|2|23|24|4|6|80|82|84|87|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600H5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652H5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656H1000W|VZ7656R1000W
0x1053,CoolingCPH,RW,enum,1,,,,ThreeToFourCPHEnum,offset=-2; name=Cooling CPH; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|6|80|82|84|86|87|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1054,Anticycle,RW,enum,1,,,,AnticycleTimeEnum,offset=1; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|6|80|82|84|86|87|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1055,BI1Config,RW,enum,1,,,,BI1ConfigRtuZoningEnum,offset=1; name=BI1 Config; models=80|82|84|86; modelNames=VZ7656B1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1056,TempOccTime,RW,enum,1,,,,TemporaryOccTime24HEnum,offset=1; name=Temporary Occupancy Time; models=41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|60|61; modelNames=VT7200C5x00W|VT7200F5x00W|VT7300A5x00W|VT7300C5x00W|VT7300F5x00W|VT7300M5x00W|VT7301F5x00W|VT7305A5x00W|VT7305C5x00W|VT7305F5x00W|VT7350C5x00W|VT7350F5x00W|VT7355C5x00W|VT7355F5x00W|VTR7300A5x00W|VTR7305A5x00W|VTR7350A5x00W|VTR7355A5x00W
0x1056,TempOccTime,RW,enum,1,,,,TemporaryOccTime12HEnum,offset=1; name=Temporary Occupancy Time; models=0|1|10|11|12|17|2|23|24|25|26|28|30|4|6|80|81|82|83|84|85|86|87|9; modelNames=VT7600A5x00W|VT7600B5x00W|VT7600F5x00W|VT7600H5x00W|VT7600W5x00W|VT7605B5x00W|VT7606E5x00W|VT7607B5x00W|VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VZ7200F5x00W|VZ7260C5x00W|VZ7260F5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1057,EventDisplay,RW,enum,2,,,,NbEventEnum,name=Event Display; models=0|1|2|23|26|28|4|6|80|82|84|86|87; modelNames=VT7652A5x00W|VT7652B5x00W|VT7652F5x00W|VT7652H5x00W|VT7652W5x00W|VT7656B5x00W|VT7656E5x00W|VT7657B5x00W|VZ7656B1000W|VZ7656E1000W|VZ7656F1000W|VZ7656H1000W|VZ7656R1000W
0x1058,SystemModeRTUZN,RW,enum,1,,,,SystemModeRtuZoningEnum,offset=1; name=System Mode RTU Zoning; models=80; modelNames=VZ7656B1000W
